paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
JASA_2024_1044,Population-Level Balance in Signed Networks,JASA,2024,Carnegie Mellon University | University of Michigan,Opinion Dynamics and Social Influence,1,50.582423,0.1235,0.1824
JASA_2024_1045,Tyranny-of-the-Minority Regression Adjustment in Randomized Experiments,JASA,2024,Tsinghua University,Statistical Methods and Inference,1,71.333974,0.4082,0.4502
JASA_2024_1046,Parallel Sampling of Decomposable Graphs Using Markov Chains on Junction Trees,JASA,2024,The Alan Turing Institute | University of Toronto,Bayesian Modeling and Causal Inference,1,65.624877,0.0374,0.1468
JASA_2024_1048,When Composite Likelihood meets Stochastic Approximation,JASA,2024,London School of Economics and Political Science | University of Udine,Stochastic Gradient Optimization Techniques,1,68.53533200000001,0.026,0.3145
JASA_2026_1049,Enhanced inference for distributions and quantiles of individual treatment effects in various experiments,JASA,2026,AIDS Clinical Trials Group | University of Chicago,Statistical Methods and Inference,1,0.49484,0.3129,0.3168
JASA_2025_1050,Geodesic Mixed Effects Models for Repeatedly Observed/Longitudinal Random Objects,JASA,2025,"University of California, Davis | University of Florida",Soil Geostatistics and Mapping,1,2.876353,0.0003,0.1564
JASA_2023_1052,Minimax Quasi-Bayesian Estimation in Sparse Canonical Correlation Analysis via a Rayleigh Quotient Function,JASA,2023,Boston University,Statistical Methods and Inference,0,0.455798,0.15,0.3656
JASA_2023_1053,A Unified Nonparametric Fiducial Approach to Interval-Censored Data,JASA,2023,Communication University of Zhejiang | University of North Carolina Health Care,Evolution and Genetic Dynamics,0,0.09613,0.114,0.1337
JASA_2024_1054,Neyman-Pearson Multi-Class Classification via Cost-Sensitive Learning,JASA,2024,Columbia University | New York University,Imbalanced Data Classification Techniques,0,0.1418039999999999,0.0998,0.4402
JASA_2026_1055,Optimized variance estimation under interference and complex experimental designs,JASA,2026,Columbia University | Harrison Middleton University | Uppsala University,Advanced Causal Inference Techniques,0,0.1174399999999999,0.1842,0.1813
JASA_2023_1056,Bounding Wasserstein Distance with Couplings,JASA,2023,Harvard University Press | Microsoft Research (United Kingdom) | Microsoft Research New England (United States),Markov Chains and Monte Carlo Methods,0,0.623182,0.1556,0.2074
JASA_2024_1057,Nonparametric Multiple-Output Center-Outward Quantile Regression,JASA,2024,"Centre de Recherche en Économie et Statistique | Columbia University | Czech Academy of Sciences, Institute of Information Theory and Automation | Institut de Mathématiques de Toulouse | Universidad de Valladolid | Université Libre de Bruxelles",Advanced Statistical Methods and Models,0,0.320118,0.2383,0.3684
JASA_2023_1058,Testing Simultaneous Diagonalizability,JASA,2023,Cornell University,Complex Systems and Time Series Analysis,0,0.150182,0.12,0.2493
JASA_2026_1059,Patterns in Spatio-Temporal Extremes,JASA,2026,King Abdullah University of Science and Technology | Simulation Technologies (United States) | University of Stuttgart,Climate variability and models,0,0.0426449999999999,0.0,0.2943
JASA_2023_1060,Crowdsourcing Utilizing Subgroup Structure of Latent Factor Modeling,JASA,2023,"Chinese University of Hong Kong | Pennsylvania State University | University of California, Irvine",Mobile Crowdsensing and Crowdsourcing,0,0.986568,0.0271,0.1808
JASA_2023_1061,Network Inference Using the Hub Model and Variants,JASA,2023,"Arizona State University | Medpace (United States) | United States Army | United States Department of the Army | University of California System | University of California, Berkeley",Complex Network Analysis Techniques,0,2.006934,0.3142,0.3662
JASA_2023_1062,Fixed-Domain Posterior Contraction Rates for Spatial Gaussian Process Model with Nugget,JASA,2023,Duke University | National University of Singapore,Soil Geostatistics and Mapping,0,3.37109,0.413,0.5892
JASA_2025_1069,Evaluation of Binary Classifiers for Asymptotically Dependent and Independent Extremes,JASA,2025,CEA Paris-Saclay | Centre National de la Recherche Scientifique | Commissariat à l'Énergie Atomique et aux Énergies Alternatives | Laboratoire de Mathématiques de Bretagne Atlantique | Laboratoire des Sciences du Climat et de l'Environnement | University of Stuttgart | Université Paris-Saclay | Université de Versailles Saint-Quentin-en-Yvelines,Anomaly Detection Techniques and Applications,0,0.0329,0.0837,0.3111
JASA_2023_1080,Graphical Model Inference with Erosely Measured Data,JASA,2023,Baylor College of Medicine | Neurological Research Institute | Rice University | Texas Children's Hospital,Bayesian Modeling and Causal Inference,0,11.475457,0.2777,0.4923
JASA_2023_1083,New Estimands for Experiments with Strong Interference,JASA,2023,Carnegie Mellon University,Advanced Causal Inference Techniques,0,15.012453,0.2398,0.2657
JASA_2023_1086,Split Knockoffs for Multiple Comparisons: Controlling the Directional False Discovery Rate,JASA,2023,Fudan University | Hong Kong University of Science and Technology,Image and Signal Denoising Methods,0,14.364359,0.3976,0.3897
JASA_2024_1090,Identifiability and Consistent Estimation for Gaussian Chain Graph Models,JASA,2024,Chinese University of Hong Kong | City University of Hong Kong | Southern University of Science and Technology,Bayesian Modeling and Causal Inference,0,0.382872,0.4527,0.5043
JASA_2025_1092,Bayesian Signal Matching for Transfer Learning in ERP-Based Brain Computer Interface,JASA,2025,Emory University | University of Michigan,EEG and Brain-Computer Interfaces,0,0.045302,0.0,0.1581
JASA_2024_1097,Automatic Regenerative Simulation via Non-Reversible Simulated Tempering,JASA,2024,University of British Columbia,Markov Chains and Monte Carlo Methods,0,4.286489,0.3877,0.3504
JASA_2024_1098,Sobolev Calibration of Imperfect Computer Models,JASA,2024,Hong Kong University of Science and Technology | University of Hong Kong,Probabilistic and Robust Engineering Design,0,4.797933,0.0441,0.3891
JASA_2026_1101,Structured Conformal Inference for Matrix Completion with Applications to Group Recommender Systems,JASA,2026,"University of California, Irvine | University of Hong Kong | University of Southern California",Expert finding and Q&A systems,0,0.140615,0.3137,0.3515
JASA_2026_1102,On the Identifying Power of Generalized Monotonicity for Average Treatment Effects,JASA,2026,University of Chicago | University of Southern California | Yale University,Advanced Causal Inference Techniques,0,0.571662,0.0332,0.3062
JASA_2024_1103,Node-Level Community Detection within Edge Exchangeable Models for Interaction Processes,JASA,2024,University of Michigan–Ann Arbor,Complex Network Analysis Techniques,0,6.853702,0.0514,0.2231
JASA_2026_1105,"Learning When the Concept Shifts: Confounding, Invariance, and Dimension Reduction",JASA,2026,University of Chicago,Neural Networks and Applications,0,0.1952809999999999,0.3202,0.3173
JASA_2026_1106,Mixture Modeling for Temporal Point Processes with Memory,JASA,2026,University of California System | University of Georgia,Point processes and geometric inequalities,0,0.901847,0.0752,0.2291
JASA_2024_1107,Controlling the False Split Rate in Tree-Based Aggregation,JASA,2024,Amazon (Germany) | University of Southern California,Blind Source Separation Techniques,0,10.39436,0.0018,0.0165
JASA_2024_1108,Correction,JASA,2024,,,0,,0.0,0.1962
JASA_2026_1112,Mini-batch Estimation for Deep Cox Models: Statistical Foundations and Practical Guidance,JASA,2026,Carnegie Mellon University | University of Pittsburgh,Stochastic Gradient Optimization Techniques,0,0.26128,0.4831,0.4849
JASA_2026_1116,High-Dimensional Statistical Inference and Variable Selection Using Sufficient Dimension Association,JASA,2026,Florida International University | Oklahoma State University | Oklahoma State University Oklahoma City | Oregon Health & Science University,Statistical Methods and Inference,0,0.679922,0.0242,0.2357
JASA_2026_1118,Adaptive Transfer Clustering: A Unified Framework,JASA,2026,Columbia University | Health Data Research UK | The University of Sydney,Advanced Clustering Algorithms Research,0,0.286566,0.0804,0.5274
JASA_2026_1123,Inside-out cross-covariance for spatial multivariate data,JASA,2026,University of Michigan,Spatial and Panel Data Analysis,0,0.1254279999999999,0.1363,0.4116
JASA_2024_1124,A Bias-Accuracy-Privacy Trilemma for Statistical Estimation,JASA,2024,Google (United States) | Northeastern University | University of Waterloo,Privacy-Preserving Technologies in Data,0,21.098133,0.3807,0.3905
JASA_2024_1126,Modeling Preferences: A Bayesian Mixture of Finite Mixtures for Rankings and Ratings,JASA,2024,Center for Social Sciences | Reed College | University of Washington,Consumer Market Behavior and Pricing,0,33.545142,0.019,0.1133
JASA_2026_1127,An AI-powered Bayesian generative modeling approach for causal inference in observational studies,JASA,2026,Stanford University | Yale University,Bayesian Modeling and Causal Inference,0,0.363272,0.0,0.1551
JASA_2025_1130,U-Statistic Reduction: Higher-Order Accurate Risk Control and Statistical-Computational Trade-Off,JASA,2025,Hong Kong University of Science and Technology | Meta (United States) | The Ohio State University,Machine Learning and Data Classification,0,0.234381,0.1102,0.2903
JASA_2025_1132,Objective Bayesian Inference,JASA,2025,Seoul National University,Bayesian Modeling and Causal Inference,0,0.38088,0.0969,0.3001
JASA_2025_1133,"Handbook of Bayesian, Fiducial, and Frequentist Inference",JASA,2025,"University of California, Santa Barbara",Bayesian Modeling and Causal Inference,0,0.354635,0.0,0.1603
JASA_2025_1134,Hub Detection in Gaussian Graphical Models,JASA,2025,"Beijing Normal University | Purdue University West Lafayette | University of California, Riverside | University of North Carolina at Chapel Hill",Bayesian Methods and Mixture Models,0,0.420434,0.0,0.2021
JASA_2025_1135,Modeling Hypergraphs with Diversity and Heterogeneous Popularity,JASA,2025,University of Michigan,Complex Network Analysis Techniques,0,1.576916,0.0475,0.1694
JASA_2025_1137,Deep Regression for Repeated Measurements,JASA,2025,"King University | Peking University | University of California, Davis",Neural Networks and Applications,0,0.708589,0.4702,0.463
JASA_2025_1140,Robustifying Likelihoods by Optimistically Re-weighting Data,JASA,2025,Duke University | Memorial Sloan Kettering Cancer Center | Statistical and Applied Mathematical Sciences Institute | University College Lillebaelt | University College London | University of New Mexico,Advanced Statistical Methods and Models,0,3.630279,0.3937,0.3497
JASA_2025_1141,Sparse Bayesian Multidimensional Item Response Theory,JASA,2025,University of Chicago,Statistical Methods and Bayesian Inference,0,5.02632,0.2505,0.2543
JASA_2025_1142,Kernel Meets Sieve: Transformed Hazards Models with Sparse Longitudinal Covariates,JASA,2025,Dalian Medical University | Florida State University | Hong Kong Polytechnic University | Indiana University | Indiana University School of Medicine | Jilin University,Statistical Methods and Inference,0,4.9167130000000006,0.0,0.3452
JASA_2025_1144,Network-Based Neighborhood Regression,JASA,2025,Carnegie Mellon University | University of Toronto,Human Mobility and Location-Based Analysis,0,6.464016,0.4555,0.4411
JASA_2025_1145,Likelihood Ratio Tests in Random Graph Models with Increasing Dimensions,JASA,2025,Central China Normal University | City University of Hong Kong | George Washington University | University of Michigan | University of Science and Technology of China,Complex Network Analysis Techniques,0,5.273834,0.6349,0.5857
JASA_2025_1148,"Comment on “Data Fission: Splitting a Single Data Point” by James Leiner, Boyan Duan, Larry Wasserman and Aaditya Ramdas",JASA,2025,Georgia Institute of Technology,Statistical Methods and Inference,0,8.980346,0.0,0.1335
JASA_2025_1153,Empirical Bayes Estimation via Data Fission,JASA,2025,Stanford University | University of Chicago,Gaussian Processes and Bayesian Inference,0,3.1574530000000003,0.0,0.1335
JASA_2025_1155,Comment for “Data Fission: Splitting a Single Data Point”,JASA,2025,University of California System,Big Data Technologies and Applications,0,7.857697,0.0,0.1335
JASA_2025_1159,Rejoinder,JASA,2025,Carnegie Mellon University | Google (United States),Statistical Methods and Inference,0,7.536134,0.0,0.0255
JASA_2025_1160,Comment on “Data Fission: Splitting a Single Data Point”,JASA,2025,Institute for Social and Economic Research,Big Data Technologies and Applications,0,7.555948,0.0,0.1335
JASA_2025_1164,Discussion on “Data Fission: Splitting a Single Data Point”,JASA,2025,Temple University,Statistical Methods and Inference,0,9.020543,0.0273,0.186
